id,exposure_endpoint_type,chemical,endpoint_value,endpoint_description,units,sex,life_cycle_stage,sample_size,location,type,age_specific,california_counties,condition,countries,error,lab,species,endpoint_value_original,endpoint_description_original,units_original,endpoint_value_numeric,endpoint_value_text,units_extracted,units_standardized,endpoint_description_standardized,data_type,has_error_range,is_quantitative,is_qualitative,has_numeric_value,has_units,dataset_source
14178,Clutch or Litter Size,,2.5,based on number of enlarged vitellogenic ovarian follicles (>2 mm) or oviductal eggs during a "dry" year,eggs/clutch,Female,Adult,8,"31.7964960, -106.5799890",Exposure Factor Datasets,,,,,0.38,,Reptiles,2.5,based on number of enlarged vitellogenic ovarian follicles (>2 mm) or oviductal eggs during a "dry" year,eggs/clutch,2.5,,,eggs/clutch,Other,quantitative,false,true,false,true,true,exposure
7408,Foraging Distance,,Review,Mean distance traveled from breeding site,,B,Not Reported,404,,Exposure Factor Datasets,,,,,,,Amphibians,Review,Mean distance traveled from breeding site,,,Review,,,Other,text,false,false,false,false,false,exposure
7412,Population Density,,See citation Table 1,21-150 ha,Individuals captured,NR,Not Reported,2420,,Exposure Factor Datasets,,,,USA,,,Amphibians,See citation Table 1,21-150 ha,Individuals captured,1,See citation Table 1,,Individuals captured,Other,mixed,false,false,false,true,true,exposure
14217,Clutch or Litter Size,,3.75,based on number of enlarged vitellogenic ovarian follicles (>2 mm) or oviductal eggs during a "wet" year,eggs/clutch,Female,Adult,20,"31.7964960, -106.5799890",Exposure Factor Datasets,,,,,0.25,,Reptiles,3.75,based on number of enlarged vitellogenic ovarian follicles (>2 mm) or oviductal eggs during a "wet" year,eggs/clutch,3.75,,,eggs/clutch,Other,quantitative,false,true,false,true,true,exposure
7413,Population Density,,28,Removed drainage culvert; 2.1 m wide x 1.4 m high x 12.2 m long,Individuals captured,B,Adult,,"38.06848, -122.91857",Exposure Factor Datasets,,Marin,,USA,,,Amphibians,28,Removed drainage culvert; 2.1 m wide x 1.4 m high x 12.2 m long,Individuals captured,28,,,Individuals captured,Other,quantitative,false,true,false,true,true,exposure
7414,Population Density,,45,Removed drainage culvert; 1.2 m diameter x 12.2 m long,Individuals captured,B,Adult,,"38.0435, -122.79759",Exposure Factor Datasets,,Marin,,USA,,,Amphibians,45,Removed drainage culvert; 1.2 m diameter x 12.2 m long,Individuals captured,45,,,Individuals captured,Other,quantitative,false,true,false,true,true,exposure
7409,Body Weight - Mean,,37.1 (1.2) - 47.7 (2.2),"Hibernated males, age range 1-5 y",g (± SEM),M,Adult,45,"39.12958, -84.49869",Exposure Factor Datasets,,Lab,Hibernated,USA,,,Amphibians,37.1 (1.2) - 47.7 (2.2),"Hibernated males, age range 1-5 y",g (± SEM),37.1,37.1 (1.2) - 47.7 (2.2),,g (± SEM),Other,quantitative,false,true,false,true,true,exposure
7410,Body Weight - Mean,,32.6 (1.1) - 42.1 (2.0),"Hibernated females, age range 1-4 y",g (± SEM),F,Adult,32,"39.12958, -84.49869",Exposure Factor Datasets,,Lab,Hibernated,USA,,,Amphibians,32.6 (1.1) - 42.1 (2.0),"Hibernated females, age range 1-4 y",g (± SEM),32.6,32.6 (1.1) - 42.1 (2.0),,g (± SEM),Other,quantitative,false,true,false,true,true,exposure
7411,Body Weight - Mean,,41.4 (1.9) - 59.3 (2.4),"Nonhibernated females, age range 2-5 y",g (± SEM),F,Adult,32,"39.12958, -84.49869",Exposure Factor Datasets,,Lab,Nonhibernated,USA,,,Amphibians,41.4 (1.9) - 59.3 (2.4),"Nonhibernated females, age range 2-5 y",g (± SEM),41.4,41.4 (1.9) - 59.3 (2.4),,g (± SEM),Other,quantitative,false,true,false,true,true,exposure
7406,Population Density,,See citation,0.06-0.29 ha,Individuals captured,,Adult,See citation,"35.80525, -94.76697",Exposure Factor Datasets,,,Breeding,USA,,,Amphibians,See citation,0.06-0.29 ha,Individuals captured,,See citation,,Individuals captured,Other,qualitative,false,false,true,false,true,exposure
7386,Body length,,81.5,Total length,mm,B,Juvenile,8,"38.05371, -0.72206",Exposure Factor Datasets,,Santa Cruz,Metamorphosing,USA,,,Amphibians,81.5,Total length,mm,81.5,,,mm,Other,quantitative,false,true,false,true,true,exposure
7388,Body length,,42.6,Snout-vent length,mm,B,Juvenile,8,"38.05371, -0.72206",Exposure Factor Datasets,,Santa Cruz,Metamorphosing,USA,,,Amphibians,42.6,Snout-vent length,mm,42.6,,,mm,Other,quantitative,false,true,false,true,true,exposure
7390,Body length,,55.6,Total length,mm,B,Juvenile,2,"38.05371, -0.72206",Exposure Factor Datasets,,Santa Cruz,Metamorphosing,USA,,,Amphibians,55.6,Total length,mm,55.6,,,mm,Other,quantitative,false,true,false,true,true,exposure
7392,Body length,,32.6,Snout-vent length,mm,B,Juvenile,2,"38.05371, -0.72206",Exposure Factor Datasets,,Santa Cruz,Metamorphosing,USA,,,Amphibians,32.6,Snout-vent length,mm,32.6,,,mm,Other,quantitative,false,true,false,true,true,exposure
7389,Body length,,105.6,Total length,mm,F,,1,"37.29517, -120.41562",Exposure Factor Datasets,,Mariposa,Deceased specimensin museum collection,USA,,,Amphibians,105.6,Total length,mm,105.6,,,mm,Other,quantitative,false,true,false,true,true,exposure
7391,Body length,,63.9,Snout-vent length,mm,F,,1,"37.29517, -120.41562",Exposure Factor Datasets,,Mariposa,Deceased specimensin museum collection,USA,,,Amphibians,63.9,Snout-vent length,mm,63.9,,,mm,Other,quantitative,false,true,false,true,true,exposure
7393,Body length,,98.5,Total length,mm,M,,1,"37.29517, -120.41562",Exposure Factor Datasets,,Mariposa,Deceased specimensin museum collection,USA,,,Amphibians,98.5,Total length,mm,98.5,,,mm,Other,quantitative,false,true,false,true,true,exposure
7396,Body length,,63.2,Snout-vent length,mm,M,,1,"37.29517, -120.41562",Exposure Factor Datasets,,Mariposa,Deceased specimensin museum collection,USA,,,Amphibians,63.2,Snout-vent length,mm,63.2,,,mm,Other,quantitative,false,true,false,true,true,exposure
7407,Population Density,,131,975 sq km,Individuals captured,,Both Adults and Juveniles,,"36.2563, -119.90478",Exposure Factor Datasets,,,,USA,,,Amphibians,131,975 sq km,Individuals captured,131,,,Individuals captured,Other,quantitative,false,true,false,true,true,exposure
7403,Body Weight - Mean,,0.03,Larvae mass,g,NR,Embryo,32,"-41.16114, 146.56648",Exposure Factor Datasets,,Lab,,USA,NR,,Amphibians,0.03,Larvae mass,g,0.03,,,g,Other,quantitative,false,true,false,true,true,exposure
7404,Time of Migration or Dispersal,,January 29-May 1,Post-breeding migration,,,Adult,45895,"-35.05894, 138.69999",Exposure Factor Datasets,,Santa Cruz,Post-breeding,USA,,,Amphibians,January 29-May 1,Post-breeding migration,,29,January 29-May 1,,,Other,quantitative,false,true,false,true,false,exposure
13830,Home Range,,284.3,home range estimated using convex polygon method,m2,Male,Adult,Not Reported,"33.1580933, -117.3505966",Exposure Factor Datasets,,,,,41.5 (95%CI),,Reptiles,284.3,home range estimated using convex polygon method,m2,284.3,,,m2,Other,quantitative,false,true,false,true,true,exposure
13911,Population Density,,,range of average densities estimated over 2 yrs,#/ha,Not Reported,Not Reported,Not Reported,"33.6086407, -115.2541885",Exposure Factor Datasets,,Riverside,,,,,Reptiles,,range of average densities estimated over 2 yrs,#/ha,,,,#/ha,Other,unknown,false,false,false,false,true,exposure
14034,Survival/ Mortality,,,range of early activity season (spring to summer) mortality rates measured over 3 yrs,deaths/100 lizards/d,Not Reported,Adult,90-169/yr,"33.6086407, -115.2541885",Exposure Factor Datasets,,Riverside,,,,,Reptiles,,range of early activity season (spring to summer) mortality rates measured over 3 yrs,deaths/100 lizards/d,,,,deaths/100 lizards/d,Mortality,unknown,false,false,false,false,true,exposure
14071,Time of Mating/ Laying,,Apr. - Aug.,time of breeding,,Both Male and Female,Adult,Not Reported,"33.7672351, -116.3560439",Exposure Factor Datasets,,Riverside,,,,,Reptiles,Apr. - Aug.,time of breeding,,,Apr. - Aug.,,,Other,text,false,false,false,false,false,exposure
7431,Population Density,,See citation,46 ha,Individuals captured,NR,Not Reported,,"42.0599693, -92.0776319",Exposure Factor Datasets,,,,USA,,,Amphibians,See citation,46 ha,Individuals captured,,See citation,,Individuals captured,Other,qualitative,false,false,true,false,true,exposure
14149,Time of Hatching or Parturition,,July - Sept.,,,Not Reported,Hatchling,93,"37.8708393, -122.2728630",Exposure Factor Datasets,,,,,,,Reptiles,July - Sept.,,,,July - Sept.,,,,text,false,false,false,false,false,exposure
14343,Home Range,,,minimum area versus probability estimate for 3 sites; estimate of area encompassing 95% of total space utilization,m2,Male,Adult,Not Reported,"33.7672351, -116.3560439",Exposure Factor Datasets,,Riverside,,,,,Reptiles,,minimum area versus probability estimate for 3 sites; estimate of area encompassing 95% of total space utilization,m2,,,,m2,Other,unknown,false,false,false,false,true,exposure
7429,Time of Mating/ Laying,,See citation,,,F,Adult,19,,Exposure Factor Datasets,,Lab,Gravid,USA,,,Amphibians,See citation,,,,See citation,,,,qualitative,false,false,true,false,false,exposure
7270,Dietary Composition,,Algae and aquatic invertebrates,Larval diet,,B,Juvenile,,"34.1495900, -118.2580637",Exposure Factor Datasets,,,,USA,,,Amphibians,Algae and aquatic invertebrates,Larval diet,,,Algae and aquatic invertebrates,,,Other,text,false,false,false,false,false,exposure
7289,Time of Fledging or Metamorphosis,,Summer and autumn,Aestivate timing of metamorphosed individuals,,B,Juvenile,,"34.1495900, -118.2580637",Exposure Factor Datasets,,,,USA,,,Amphibians,Summer and autumn,Aestivate timing of metamorphosed individuals,,,Summer and autumn,,,Other,text,false,false,false,false,false,exposure
7350,Body length,,,Snout-vent length,mm,B,Both Adults and Juveniles,21,"34.1495900, -118.2580637",Exposure Factor Datasets,,,Post-metamorphosed,USA,,,Amphibians,,Snout-vent length,mm,,,,mm,Other,unknown,false,false,false,false,true,exposure
7351,Body length,,,Snout-vent length,mm,B,Both Adults and Juveniles,28,"34.1495900, -118.2580637",Exposure Factor Datasets,,,Post-metamorphosed,USA,,,Amphibians,,Snout-vent length,mm,,,,mm,Other,unknown,false,false,false,false,true,exposure
7352,Time of Migration or Dispersal,,January to March,,,B,Adult,,"34.1495900, -118.2580637",Exposure Factor Datasets,,,Breeding,USA,,,Amphibians,January to March,,,,January to March,,,,text,false,false,false,false,false,exposure
14069,Metabolic Rate,,,range of means of  whole animal standard metabolic rate estimated by oxygen consumption at 10C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,Male,Adult,7-12 animals/month,"34.2572499, -118.6017022",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,,range of means of  whole animal standard metabolic rate estimated by oxygen consumption at 10C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,,,,ml O2/hr,Other,unknown,false,false,false,false,true,exposure
14111,Metabolic Rate,,,range of means of whole body standard metabolic rate estimated by oxygen consumption at 16C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,Male,Adult,7-12 animals/month,"34.2572499, -118.6017022",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,,range of means of whole body standard metabolic rate estimated by oxygen consumption at 16C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,,,,ml O2/hr,Other,unknown,false,false,false,false,true,exposure
14153,Metabolic Rate,,,range of means of whole-body standard metabolic rate estimated by oxygen consumption at 35C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,Male,Adult,7-12 animals/month,"34.2572499, -118.6017022",Exposure Factor Datasets,,,,,,Laboratory,Reptiles,,range of means of whole-body standard metabolic rate estimated by oxygen consumption at 35C for 6 monthly measurements on lizards captured less than 3 d,ml O2/hr,,,,ml O2/hr,Other,unknown,false,false,false,false,true,exposure
13977,Time of Torpor or Hibernation,,Oct. - Mar.,,,Not Reported,Not Reported,Not Reported,"36.01019, -119.95932",Exposure Factor Datasets,,"Kern, Kings, Tulare",,,,,Reptiles,Oct. - Mar.,,,,Oct. - Mar.,,,,text,false,false,false,false,false,exposure
14138,Growth Rate,,0.028,"increase in snout-vent length, initial snout-vent length range, 41-46 mm",mm/d,Male,Not Reported,10,"32.38745, -106.81415",Exposure Factor Datasets,,,,,,,Reptiles,0.028,"increase in snout-vent length, initial snout-vent length range, 41-46 mm",mm/d,0.028,,,mm/d,Other,quantitative,false,true,false,true,true,exposure
14314,Dietary Composition,,Araneae (1.2); Acari (1.8); Solifugae (1.0); Hexapoda (26.3); Collembola (2.5); Thysanura (1.0); Orthoptera (1.2); Dermaptera (1.0); Isoptera (15); Thysanoptera (1.5); Hemiptera (2.3); Homoptera (1.8); Neuroptera (1.3); Coleoptera (2.2); Lepidoptera (1.7); Diptera (1.3); Hymenoptera (9.3); Insect eggs (9.0); Plants (1.0),mean number of prey eaten per lizard eating such prey (estimated from stomach contents),# prey/lizard,Not Reported,Not Reported,266,"30.94975, -96.26397",Exposure Factor Datasets,,,,,,,Reptiles,Araneae (1.2); Acari (1.8); Solifugae (1.0); Hexapoda (26.3); Collembola (2.5); Thysanura (1.0); Orthoptera (1.2); Dermaptera (1.0); Isoptera (15); Thysanoptera (1.5); Hemiptera (2.3); Homoptera (1.8); Neuroptera (1.3); Coleoptera (2.2); Lepidoptera (1.7); Diptera (1.3); Hymenoptera (9.3); Insect eggs (9.0); Plants (1.0),mean number of prey eaten per lizard eating such prey (estimated from stomach contents),# prey/lizard,1.2,Araneae (1.2); Acari (1.8); Solifugae (1.0); Hexapoda (26.3); Collembola (2.5); Thysanura (1.0); Orthoptera (1.2); Dermaptera (1.0); Isoptera (15); Thysanoptera (1.5); Hemiptera (2.3); Homoptera (1.8); Neuroptera (1.3); Coleoptera (2.2); Lepidoptera (1.7); Diptera (1.3); Hymenoptera (9.3); Insect eggs (9.0); Plants (1.0),,# prey/lizard,Other,quantitative,false,true,false,true,true,exposure
7561,Population Density,,,range of mean larval density estimates over 2 yrs,# larvae/m2,Both Male and Female,Juvenile,Not Reported,"34.0937121, -118.6734317",Exposure Factor Datasets,,Los Angeles,,,,,Amphibians,,range of mean larval density estimates over 2 yrs,# larvae/m2,,,,# larvae/m2,Other,unknown,false,false,false,false,true,exposure
7558,Clutch or Litter Size,,,,eggs/clutch,Female,Adult,2,"42.0599693, -92.0776319",Exposure Factor Datasets,,,,,,,Amphibians,,,eggs/clutch,,,,eggs/clutch,,unknown,false,false,false,false,true,exposure
7547,Metabolic Rate,,see citation,figures of aerial activity oxygen consumption and body weights at different developmental stages,,Not Reported,Tadpole,59,,Exposure Factor Datasets,,,,,,Laboratory,Amphibians,see citation,figures of aerial activity oxygen consumption and body weights at different developmental stages,,,see citation,,,Development,qualitative,false,false,true,false,false,exposure
7394,Dietary Composition,,"Cast skin: 10.4, Annelida (Lumbriscus): 6.5, Mollusca (snail): 1.3, Mollusca (slug): 6.5, Anthropoda (Chilopoda): 3.9, Anthropoda (Isopoda): 46.8, Anthropoda (Araneida): 1.3, Insecta (Collembola): ,  Insecta (Collembola): 2.6, Insecta (Lepidoptera): 2.6, Insecta (Diptera): 2.6, Insecta (Orthoptera Blattidae): 2.6, Insecta (Orthoptera Gryllidae): 3.9, Insecta (Coloptera Carabidae): 9.1,  Insecta (Coloptera Staphylinidae): 2.5, Insecta (Coloptera Elateridae): 1.3, Insecta (Coloptera Curculionidae): 1.3, Unidentified: 1.3",% total number items,%,B,Adult,38,"42.87773, -78.84733",Exposure Factor Datasets,,Santa Cruz,,USA,,,Amphibians,"Cast skin: 10.4, Annelida (Lumbriscus): 6.5, Mollusca (snail): 1.3, Mollusca (slug): 6.5, Anthropoda (Chilopoda): 3.9, Anthropoda (Isopoda): 46.8, Anthropoda (Araneida): 1.3, Insecta (Collembola): ,  Insecta (Collembola): 2.6, Insecta (Lepidoptera): 2.6, Insecta (Diptera): 2.6, Insecta (Orthoptera Blattidae): 2.6, Insecta (Orthoptera Gryllidae): 3.9, Insecta (Coloptera Carabidae): 9.1,  Insecta (Coloptera Staphylinidae): 2.5, Insecta (Coloptera Elateridae): 1.3, Insecta (Coloptera Curculionidae): 1.3, Unidentified: 1.3",% total number items,%,10.4,"Cast skin: 10.4, Annelida (Lumbriscus): 6.5, Mollusca (snail): 1.3, Mollusca (slug): 6.5, Anthropoda (Chilopoda): 3.9, Anthropoda (Isopoda): 46.8, Anthropoda (Araneida): 1.3, Insecta (Collembola): ,  Insecta (Collembola): 2.6, Insecta (Lepidoptera): 2.6, Insecta (Diptera): 2.6, Insecta (Orthoptera Blattidae): 2.6, Insecta (Orthoptera Gryllidae): 3.9, Insecta (Coloptera Carabidae): 9.1,  Insecta (Coloptera Staphylinidae): 2.5, Insecta (Coloptera Elateridae): 1.3, Insecta (Coloptera Curculionidae): 1.3, Unidentified: 1.3",,percent,Other,quantitative,false,true,false,true,true,exposure
7395,Body length,,90.8,Total length,mm,B,Juvenile,9,"42.87773, -78.84733",Exposure Factor Datasets,,Santa Cruz,Metamorphosing,USA,,,Amphibians,90.8,Total length,mm,90.8,,,mm,Other,quantitative,false,true,false,true,true,exposure
7549,Metabolic Rate,,27.74,Cutaneous oxygen uptake at 15C,ul O2/g/hr,Not Reported,Not Reported,4,,Exposure Factor Datasets,,,,,,Laboratory,Amphibians,27.74,Cutaneous oxygen uptake at 15C,ul O2/g/hr,27.74,,,ul O2/g/hr,Other,quantitative,false,true,false,true,true,exposure
7552,Growth Rate,,review,see citation for review of growth rates based on size estimates,,Both Male and Female,"Adult, Tadpole",Not Reported,,Exposure Factor Datasets,,,,,,,Amphibians,review,see citation for review of growth rates based on size estimates,,,review,,,Growth,text,false,false,false,false,false,exposure
7553,Body Weight - Mean,,0.02,,g,Not Reported,Tadpole,42,,Exposure Factor Datasets,Gosner stage 26,,,,,Laboratory,Amphibians,0.02,,g,0.02,,,g,,quantitative,false,true,false,true,true,exposure
7397,Dietary Composition,,"Cladocera: 80.8, Copopeda: 61.5, Ostracoda: 23.1, Chironomidae: 53.8, Chaoborus: 11.5, Corixidae: 15.4, Coleoptera: 3.8, snails: 11.5, leeches: 3.8, oligochaeta: 3.8, tadpoles: 23.1",% total number items,%,B,Juvenile,26,"42.87773, -78.84733",Exposure Factor Datasets,Larvae,Santa Cruz,,USA,,,Amphibians,"Cladocera: 80.8, Copopeda: 61.5, Ostracoda: 23.1, Chironomidae: 53.8, Chaoborus: 11.5, Corixidae: 15.4, Coleoptera: 3.8, snails: 11.5, leeches: 3.8, oligochaeta: 3.8, tadpoles: 23.1",% total number items,%,80.8,"Cladocera: 80.8, Copopeda: 61.5, Ostracoda: 23.1, Chironomidae: 53.8, Chaoborus: 11.5, Corixidae: 15.4, Coleoptera: 3.8, snails: 11.5, leeches: 3.8, oligochaeta: 3.8, tadpoles: 23.1",,percent,Other,quantitative,false,true,false,true,true,exposure
7559,Metabolic Rate,,46.1,maximum oxygen consumption during activity measured at 5C on animals acclimated at 12C,ul O2/g/hr,Not Reported,Adult,45785,,Exposure Factor Datasets,,,,,5.0 SE,Laboratory,Amphibians,46.1,maximum oxygen consumption during activity measured at 5C on animals acclimated at 12C,ul O2/g/hr,46.1,,,ul O2/g/hr,Other,quantitative,false,true,false,true,true,exposure
7560,Metabolic Rate,,"0.067 (10C), 0.132 (15C), 0.203 (20C), 0.287 (25C)",active oxygen consumption measured at various temperatures (10-25C),cm3 O2/g/hr,Male,Adult,Not Reported,,Exposure Factor Datasets,,,aquatic newt,,,Laboratory,Amphibians,"0.067 (10C), 0.132 (15C), 0.203 (20C), 0.287 (25C)",active oxygen consumption measured at various temperatures (10-25C),cm3 O2/g/hr,0.067,"0.067 (10C), 0.132 (15C), 0.203 (20C), 0.287 (25C)",,cm3 O2/g/hr,Other,quantitative,false,true,false,true,true,exposure
