Chemical,Endpoint Value,Endpoint Description,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type,Endpoint Value_numeric,Tox Exposure Duration_minutes
MERCURY COMPOUNDS,10.88 µg/g ww,Liver concentration,NR,Nestling,"Churchill County, contaminated sites",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,10.88,NR
MERCURY COMPOUNDS,6.17 µg/g ww,Kidney concentration,NR,Nestling,"Churchill County, contaminated sites",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6.17,NR
MERCURY COMPOUNDS,2.70 µg/g ww,Brain concentration,NR,Nestling,"Churchill County, contaminated sites",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.7,NR
MERCURY COMPOUNDS,5.42 µg/g ww,Blood concentration,NR,Nestling,"Churchill County, contaminated sites",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.42,NR
MERCURY COMPOUNDS,66.31 µg/g ww,Feather concentration,NR,Nestling,"Churchill County, contaminated sites",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,66.31,NR
MERCURY COMPOUNDS,1.84 µg/g ww,Liver concentration,NR,Nestling,"Elko County, reference site",6.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.84,NR
MERCURY COMPOUNDS,1.18 µg/g ww,Kidney concentration,NR,Nestling,"Elko County, reference site",3.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.18,NR
PERFLUOROOCTANOIC ACID,7.91 ng/g ww ± 2.47,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.91,NR
PERFLUORONONANOIC ACID,13.4 ng/g ww ± 3.2,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,13.4,NR
PERFLUORODECANOATE,22.0  ng/g ww ± 3.6,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,22.0,NR
PERFLUOROUNDECANOATE,8.91 ng/g ww ± 0.41,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,8.91,NR
PERFLUOROHEXANOATE,2.84 ng/g ww ± 0.14,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,2.84,NR
PERFLUOROOCTANE SULFONATE,280 ng/g ww ± 364,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,280.0,NR
PERFLUORONONANOIC ACID,5.19 ng/g ww,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,5.19,NR
PERFLUORODECANOATE,7.97 ng/g ww,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.97,NR
PERFLUOROUNDECANOATE,4.84 ng/g ww ± 1.40,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,4.84,NR
PERFLUORODODECANOATE,6.09 ng/g ww ± 2.05,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,6.09,NR
PERFLUOROOCTANE SULFONATE,104 ng/g ww ± 30,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,104.0,NR
PERFLUOROOCTANOIC ACID,2.70 ng/g ww,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,2.7,NR
PERFLUORONONANOIC ACID,7.04 ng/g ww ± 1.35,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.04,NR
PERFLUORODECANOATE,8.4 ng/g ww ± 2.7,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,8.4,NR
PERFLUOROUNDECANOATE,7.15 ng/g ww ± 2.56,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.15,NR
PERFLUOROHEXANOATE,25.2 ng/g ww ± 13.2,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,25.2,NR
PERFLUOROOCTANE SULFONATE,1244 ng/g ww ± 472,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,1244.0,NR
PERFLUOROOCTANOIC ACID,24.3 ng/g ww ± 3.9,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,24.3,NR
PERFLUORONONANOIC ACID,30.5 ng/g ww ± 7.8,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,30.5,NR
PERFLUORODECANOATE,22.9 ng/g ww ± 4.7,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,22.9,NR
PERFLUOROUNDECANOATE,7.84 ng/g ww ± 1.40,Egg concentration,NR,Embryo,"South Bay, San Francisco Bay area, Don Edwards",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.84,NR
PERFLUOROHEXANOATE,4.44 ng/g ww ± 1.76,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,4.44,NR
PERFLUOROOCTANE SULFONATE,123 ng/g ww ± 32,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,123.0,NR
PERFLUOROOCTANOIC ACID,5.92 ng/g ww,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,5.92,NR
PERFLUORONONANOIC ACID,3.81 ng/g ww ± 0.87,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,3.81,NR
PERFLUORODECANOATE,8.9ng/g ww ± 4.6,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,8.9,NR
PERFLUOROUNDECANOATE,7.17 ng/g ww ± 3.55,Egg concentration,NR,Embryo,"Central Bay, San Francisco Bay area, Richmond Bridge",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,7.17,NR
PERFLUOROOCTANE SULFONATE,84 ng/g ww ± 11,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,84.0,NR
PERFLUORONONANOIC ACID,5.90 ng/g ww ± 1.78,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,5.9,NR
PERFLUORODECANOATE,9.52 ng/g ww ± 2.60,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,9.52,NR
PERFLUOROUNDECANOATE,4.00  ng/g ww ± 1.02,Egg concentration,NR,Embryo,"North Bay, San Francisco Bay area, Wheeler Island",6.0,NR,TOX-EXP IND - accumulation,NR,NR,Toxicity Factor Datasets,4.0,NR
BUTORPHANOL,88.8 % ± 4.8,Bioavailability,NR,Adult,"University of California, Davis",6.0,NR,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,2 doses: 0.5 mg/kg each via jugular and medial metatarsal veins,Toxicity Factor Datasets,88.8,NR
BUTORPHANOL,1.19 h ± 0.34,Half-life (IV jugular & medial metatarsal veins),NR,Adult,"University of California, Davis",6.0,1.0 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,2 doses: 0.5 mg/kg each via jugular and medial metatarsal veins,Toxicity Factor Datasets,1.19,NR
BUTORPHANOL,1.79 h ± 1.36,Half-life (IV jugular),NR,Adult,"University of California, Davis",6.0,0.5 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,2 doses: 0.5 mg/kg each via jugular and medial metatarsal veins,Toxicity Factor Datasets,1.79,NR
BUTORPHANOL,1.84 h ± 1.56,Half-life (IM),NR,Adult,"University of California, Davis",6.0,0.5 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,NR,2 doses: 0.5 mg/kg each via jugular and medial metatarsal veins,Toxicity Factor Datasets,1.84,NR
MANGANESE COMPOUNDS,0.1.08 µg/g dw,Egg concentration,NR,Embryo,Naval Air Base Coronado,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.1,NR
MERCURY (elemental),0.509 µg/g dw,Egg concentration,NR,Embryo,Naval Air Base Coronado,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.509,NR
SELENIUM (elemental),2.38 µg/g dw,Egg concentration,NR,Embryo,Naval Air Base Coronado,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,2.38,NR
PCB,1.61 µg/g fw,Egg concentration,NR,Embryo,Sweetwater Marsh,4.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1.61,NR
MERCURY (elemental),0.22 mg/kg,Egg concentration,NR,Embryo,"NJ, PA, DE, MD, VA",60.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.22,NR
SELENIUM (elemental),0.26 mg/kg,Egg concentration,NR,Embryo,"NJ, PA, DE, MD, VA",60.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.26,NR
ZINC (elemental),5.83 mg/kg,Egg concentration,NR,Embryo,"NJ, PA, DE, MD, VA",60.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,5.83,NR
HEXACHLOROCYCLOHEXANE,0.0035 mg/kg,Egg concentration,NR,Embryo,"NJ, PA, DE, MD, VA",60.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.0035,NR
CIS-NONACHLOR,0.026 mg/kg,Egg concentration,NR,Embryo,"NJ, PA, DE, MD, VA",60.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.026,NR
PBDE MIXTURE,"Aquatic: 1600, terrestrial: 430 ng/g lw",Egg concentration,NR,Embryo,Central and coastal areas,13.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1600.0,NR
DECABROMODIPHENYL ETHER (DBDPE),8.2 ng/g lw,Egg concentration,NR,Embryo,Great Lakes Basin,12.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,8.2,NR
"BIS(2,4,6-TRIBROMOPHENOXY)ETHANE (BTBPE)",13 ng/g lw,Egg concentration,NR,Embryo,Great Lakes Basin,12.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,13.0,NR
HEXACHLOROCYCLOHEXANE,213 ng/g lw,Egg concentration,NR,Embryo,Yellow River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,213.0,NR
PCB,181 ng/g lw,Egg concentration,NR,Embryo,Yellow River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,181.0,NR
PBDE MIXTURE,54 ng/g lw,Egg concentration,NR,Embryo,Yellow River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,54.0,NR
DECABROMODIPHENYL ETHANE (DBDPE),0.4 ng/g lw,Egg concentration,NR,Embryo,Yellow River Delta,8.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,0.4,NR
MANGANESE COMPOUNDS,"B850 site: 8.7, WOP vale site: 6.0",Liver concentration,M,Yearling,Altamont hills,7.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,850.0,NR
CIPROFLAXACIN,7.4 L/kg,Vol. distribution as function of bioavailability,NR,Not Reported,The Marine Mammal Center,20.0,10 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,7.4,NR
CIPROFLAXACIN,7.80 1/hr,Nonintravenous absorption rate,NR,Not Reported,The Marine Mammal Center,20.0,11 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,7.8,NR
CIPROFLAXACIN,0.22 1/hr,Elimination rate constant,NR,Not Reported,The Marine Mammal Center,20.0,12 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,0.22,NR
CIPROFLAXACIN,0.54 hr,Lag time,NR,Not Reported,The Marine Mammal Center,20.0,13 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,0.54,NR
CIPROFLAXACIN,1.67 mL/hr/kg,Total body clearance as function of bioavailability,NR,Not Reported,The Marine Mammal Center,20.0,16 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,1.67,NR
CIPROFLAXACIN,1.01 hr,Time to peak conc.,NR,Not Reported,The Marine Mammal Center,20.0,17 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Oral,Toxicity Factor Datasets,1.01,NR
"DDT (4,4'-)",14560 ng/g lw,Premature fetus concentration,Both,Embryo,Coastal sites,9.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,14560.0,NR
PCB,1492 ng/g ww,Late-term fetus concentration,Both,Embryo,Coastal sites,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1492.0,NR
"DDT (4,4'-)",4951 ng/g lw,Late-term fetus concentration,Both,Embryo,Coastal sites,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,4951.0,NR
PCB,6831 ng/g lw,Late-term fetus concentration,Both,Embryo,Coastal sites,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,6831.0,NR
CEFTIOFUR CRYSTALLINE FREE ACID (EXCEDE),24.0 hr,Time to peak conc.,Both,Not Reported,The Marine Mammal Center,12.0,6.6 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Intramuscular injection,Toxicity Factor Datasets,24.0,NR
CEFTIOFUR CRYSTALLINE FREE ACID (EXCEDE),60.8 hg,Terminal half-life,Both,Not Reported,The Marine Mammal Center,12.0,6.6 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Intramuscular injection,Toxicity Factor Datasets,60.8,NR
CEFTIOFUR CRYSTALLINE FREE ACID (EXCEDE),0.0974/hr,Apparent absorption rate,Both,Not Reported,The Marine Mammal Center,12.0,6.6 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Intramuscular injection,Toxicity Factor Datasets,0.0974,NR
CEFTIOFUR CRYSTALLINE FREE ACID (EXCEDE),0.0114/hr,Apparent elimination rate,Both,Not Reported,The Marine Mammal Center,12.0,6.6 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Intramuscular injection,Toxicity Factor Datasets,0.0114,NR
CEFTIOFUR CRYSTALLINE FREE ACID (EXCEDE),2163 mL/kg,Apparent volume of distribution,Both,Not Reported,The Marine Mammal Center,12.0,6.6 mg/kg,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Single dose,Intramuscular injection,Toxicity Factor Datasets,2163.0,NR
"DDT (4,4'-)",1900 ng/g ww,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1900.0,NR
"DDT (4,4'-)",3400 ng/g lw,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3400.0,NR
PCB,890 ng/g ww,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,890.0,NR
PCB,1600 ng/g lw,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1600.0,NR
HEXACHLOROCYCLOHEXANE,34 ng/g ww,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,34.0,NR
HEXACHLOROCYCLOHEXANE,59 ng/g lw,Blubber concentration,M,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,59.0,NR
PCB,720 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,720.0,NR
PCB,1300 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1300.0,NR
HEXACHLOROCYCLOHEXANE,36 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,36.0,NR
CHLORDANE,48 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,48.0,NR
ORGANOCHLORINES,1891 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1891.0,NR
ORGANOCHLORINES,3500 ng/g lw,Blubber concentration,F,Adult,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,3500.0,NR
"DDT (4,4'-)",770 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,770.0,NR
"DDT (4,4'-)",1400 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1400.0,NR
PCB,650 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,650.0,NR
PCB,1200 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,1200.0,NR
HEXACHLOROCYCLOHEXANE,19 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,19.0,NR
HEXACHLOROCYCLOHEXANE,33 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,33.0,NR
CHLORDANE,34 ng/g lw,Blubber concentration,Both,Pup,Gulf of California,11.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,34.0,NR
BROMADIOLONE,885 ppb,Liver concentration,NR,NR,Denver,1.0,NR,TOX-EXP IND - accumulation,NR,Environmental contamination,Toxicity Factor Datasets,885.0,NR
ETHINYL ESTRADIOL,0.79 ng/mL,Unconjugated BPA serum concentration,F,Adult,NR,6.0,0.1 ppb,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Maternal: 2 w prior to mating through lactation,Maternal diet,Toxicity Factor Datasets,0.79,NR
BISPHENOL A (BPA),5.48 ng/mL,Conjugated BPA serum concentration,F,Adult,NR,9.0,50 mg/kg fw,TOX-Non-Repro-Sublethal - cellular/biochemical effects,Maternal: 2 w prior to mating through lactation,Maternal diet,Toxicity Factor Datasets,5.48,NR
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",See citation Figure 4,Kidney weight,NR,Adult,Texas Tech University,18.0,"0, 10, 100 ppm",TOX-Non-Repro-Sublethal - organ/system effects,9 d,Dietary,Toxicity Factor Datasets,4.0,12960.0
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",See citation Figure 4,Liver weight,NR,Adult,Texas Tech University,18.0,"0, 10, 100 ppm",TOX-Non-Repro-Sublethal - organ/system effects,9 d,NR,Toxicity Factor Datasets,4.0,12960.0
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",See citation Figure 4,Brain weight,NR,Adult,Texas Tech University,18.0,"0, 10, 100 ppm",TOX-Non-Repro-Sublethal - organ/system effects,9 d,NR,Toxicity Factor Datasets,4.0,12960.0
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",See citation Table 1,N-nitroso derivatives,NR,Adult,Texas Tech University,18.0,"0, 10, 100 ppm",TOX-EXP IND - accumulation,9 d,NR,Toxicity Factor Datasets,1.0,12960.0
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE","136 mg/kg [0->20,000 (95% CI)]",LD50,M,Juvenile,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,Oral gavage,Toxicity Factor Datasets,136.0,NR
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE",319 mg/kg [202-1530 (95% CI)],LD50,M,Adult,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,NR,Toxicity Factor Datasets,319.0,NR
"HEXAHYDRO-1,3,5-TRINITRO-1,3,5-TRIAZINE","158 mg/kg [0->20,000 (95% CI)]",LD50,M,Adult,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,NR,Toxicity Factor Datasets,158.0,NR
"HEXAHYDRO-1-NITROSO-3,5-DINITRO-1,3,5-TRIAZINE","181 mg/kg [0->20,000 (95% CI)]",LD50,M,Juvenile,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,Oral gavage,Toxicity Factor Datasets,181.0,NR
"HEXAHYDRO-1-NITROSO-3,5-DINITRO-1,3,5-TRIAZINE",575 mg/kg [344-1290 (95% CI)],LD50,M,Adult,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,NR,Toxicity Factor Datasets,575.0,NR
"HEXAHYDRO-1-NITROSO-3,5-DINITRO-1,3,5-TRIAZINE",542 mg/kg [344-1290 (95% CI)],LD50,M,Adult,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,NR,Toxicity Factor Datasets,542.0,NR
"HEXAHYDRO-1,3,5-TRINITROSO-1,3,5-TRIAZINE",338 mg/kg [165-833 (95% CI)],LD50,M,Juvenile,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,Oral gavage,Toxicity Factor Datasets,338.0,NR
"HEXAHYDRO-1,3,5-TRINITROSO-1,3,5-TRIAZINE",999 mg/kg [627-4380 (95% CI)],LD50,M,Adult,Texas Tech University,20.0,See citation Figure 2,TOX-MORT - toxicity benchmarks,NR,NR,Toxicity Factor Datasets,999.0,NR
